date,region,city,crime_type,latitude,longitude,severity
2023-03-27,Алматы,Алматы,Кража,43.1953,76.8078,2
2023-03-27,Астана,Астана,Разбой,51.1236,71.3701,4
2023-03-27,Астана,Астана,Грабёж,51.1958,71.4858,2
2023-03-27,Актюбинская область,Актобе,Вымогательство,50.2905,57.2452,4
2023-03-28,Актюбинская область,Актобе,Кража,50.3615,57.1419,1
2023-03-28,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,50.0275,82.5429,3
2023-03-28,Мангистауская область,Актау,Разбой,43.629,51.1336,3
2023-03-28,Северо-Казахстанская область,Петропавловск,Кража,54.9029,69.064,1
2023-03-28,Астана,Астана,Изнасилование,51.1033,71.4121,5
2023-03-28,Астана,Астана,Грабёж,51.2154,71.4096,2
2023-03-28,Западно-Казахстанская область,Уральск,Кража,51.1429,51.2863,1
2023-03-28,Туркестанская область,Туркестан,Кража,43.3228,68.3405,1
2023-03-29,Алматинская область,Талдыкорган,Грабёж,43.2315,76.9255,3
2023-03-29,Туркестанская область,Туркестан,Кража,43.3255,68.3273,1
2023-03-29,Алматинская область,Талдыкорган,Грабёж,43.1263,76.8675,3
2023-03-30,Алматы,Алматы,Мошенничество,43.2492,76.8646,2
2023-03-30,Алматы,Алматы,Кража,43.2798,76.7657,1
2023-03-30,Алматы,Алматы,Кража,43.2258,76.772,1
2023-03-30,Алматы,Алматы,Кража,43.3012,76.8713,1
2023-03-30,Алматинская область,Талдыкорган,Грабёж,43.1888,76.8451,3
2023-03-31,Астана,Астана,Кража,51.1648,71.4023,1
2023-03-31,Туркестанская область,Туркестан,Кража,43.2,68.2499,1
2023-03-31,Туркестанская область,Туркестан,Вымогательство,43.202,68.1724,3
2023-03-31,Акмолинская область,Кокшетау,Кража,51.1197,71.4425,1
2023-03-31,Шымкент,Шымкент,Грабёж,42.286,69.5095,3
2023-03-31,Туркестанская область,Туркестан,Вымогательство,43.3225,68.2598,4
2023-03-31,Алматы,Алматы,Кража,43.3005,76.8322,1
2023-04-01,Актюбинская область,Актобе,Кража,50.37,57.248,1
2023-04-01,Алматы,Алматы,Кража,43.2378,76.8726,2
2023-04-01,Акмолинская область,Кокшетау,Грабёж,51.2002,71.383,2
2023-04-01,Алматы,Алматы,Кража,43.2506,76.781,2
2023-04-01,Актюбинская область,Актобе,Изнасилование,50.2549,57.0724,5
2023-04-01,Алматы,Алматы,Убийство,43.2432,76.8197,5
2023-04-02,Астана,Астана,Другое,51.19,71.5312,2
2023-04-02,Карагандинская область,Караганда,Кража,49.8931,73.1,2
2023-04-02,Шымкент,Шымкент,Кража,42.4408,69.4957,2
2023-04-03,Карагандинская область,Караганда,Мошенничество,49.7901,73.0632,3
2023-04-03,Павлодарская область,Павлодар,Грабёж,52.2165,76.9819,3
2023-04-03,Павлодарская область,Павлодар,Кража,52.3185,76.8671,1
2023-04-03,Мангистауская область,Актау,Мошенничество,43.559,51.1663,3
2023-04-03,Атырауская область,Атырау,Кража,47.187,51.9129,2
2023-04-03,Северо-Казахстанская область,Петропавловск,Кража,54.7761,69.1113,2
2023-04-03,Алматы,Алматы,Кража,43.128,76.8917,2
2023-04-03,Астана,Астана,Мошенничество,51.0829,71.4068,2
2023-04-04,Алматинская область,Талдыкорган,Вымогательство,43.2989,76.8716,4
2023-04-04,Северо-Казахстанская область,Петропавловск,Грабёж,54.8743,69.2437,2
2023-04-04,Алматы,Алматы,Мошенничество,43.2766,76.7767,3
2023-04-04,Шымкент,Шымкент,Кража,42.4285,69.527,1
2023-04-04,Алматы,Алматы,Убийство,43.1738,76.9295,5
2023-04-04,Карагандинская область,Караганда,Кража,49.8719,73.101,2
2023-04-04,Алматы,Алматы,Грабёж,43.2797,76.781,2
2023-04-05,Астана,Астана,Грабёж,51.1165,71.4547,3
2023-04-05,Жамбылская область,Тараз,Кража,42.9641,71.4112,2
2023-04-05,Жамбылская область,Тараз,Кража,42.8392,71.3749,2
2023-04-05,Астана,Астана,Грабёж,51.2617,71.3994,2
2023-04-06,Алматы,Алматы,Кража,43.2529,76.8244,2
2023-04-06,Северо-Казахстанская область,Петропавловск,Кража,54.862,69.1765,2
2023-04-06,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9527,82.5595,3
2023-04-06,Актюбинская область,Актобе,Другое,50.2334,57.142,3
2023-04-06,Астана,Астана,Кража,51.2365,71.4356,2
2023-04-06,Восточно-Казахстанская область,Усть-Каменогорск,Другое,49.8959,82.5542,2
2023-04-06,Алматы,Алматы,Разбой,43.201,76.7726,4
2023-04-06,Астана,Астана,Кража,51.2437,71.4615,2
2023-04-07,Шымкент,Шымкент,Кража,42.3499,69.5784,2
2023-04-07,Западно-Казахстанская область,Уральск,Кража,51.2617,51.3738,2
2023-04-07,Туркестанская область,Туркестан,Разбой,43.3021,68.3484,3
2023-04-07,Алматы,Алматы,Кража,43.2465,76.8996,1
2023-04-07,Астана,Астана,Грабёж,51.0869,71.426,3
2023-04-08,Шымкент,Шымкент,Кража,42.308,69.672,1
2023-04-08,Астана,Астана,Кража,51.0752,71.4498,2
2023-04-09,Костанайская область,Костанай,Кража,53.2297,63.6609,1
2023-04-09,Актюбинская область,Актобе,Разбой,50.25,57.1774,3
2023-04-09,Костанайская область,Костанай,Грабёж,53.2419,63.5798,3
2023-04-09,Акмолинская область,Кокшетау,Кража,51.2242,71.4003,2
2023-04-09,Западно-Казахстанская область,Уральск,Кража,51.3213,51.2784,2
2023-04-10,Павлодарская область,Павлодар,Кража,52.332,77.0371,1
2023-04-10,Алматинская область,Талдыкорган,Кража,43.2576,76.7513,2
2023-04-10,Алматы,Алматы,Кража,43.2834,76.9291,2
2023-04-10,Карагандинская область,Караганда,Разбой,49.8466,73.1828,4
2023-04-10,Астана,Астана,Грабёж,51.1658,71.3877,3
2023-04-10,Астана,Астана,Кража,51.1918,71.3852,1
2023-04-10,Алматы,Алматы,Кража,43.2461,76.8578,2
2023-04-10,Алматы,Алматы,Кража,43.1325,76.9114,1
2023-04-11,Туркестанская область,Туркестан,Кража,43.3371,68.305,1
2023-04-11,Алматы,Алматы,Кража,43.1868,76.8821,1
2023-04-12,Акмолинская область,Кокшетау,Кража,51.2185,71.5078,2
2023-04-12,Костанайская область,Костанай,Кража,53.3049,63.6741,1
2023-04-12,Жамбылская область,Тараз,Кража,42.8886,71.428,1
2023-04-12,Шымкент,Шымкент,Кража,42.3074,69.4912,1
2023-04-12,Астана,Астана,Кража,51.1572,71.3777,2
2023-04-12,Актюбинская область,Актобе,Кража,50.2185,57.1831,2
2023-04-12,Алматы,Алматы,Кража,43.2773,76.861,2
2023-04-12,Алматы,Алматы,Другое,43.2599,76.7922,3
2023-04-12,Западно-Казахстанская область,Уральск,Кража,51.3137,51.3465,1
2023-04-12,Актюбинская область,Актобе,Разбой,50.2864,57.2653,4
2023-04-13,Мангистауская область,Актау,Разбой,43.6275,51.2254,3
2023-04-13,Алматы,Алматы,Кража,43.2098,76.7839,1
2023-04-14,Алматы,Алматы,Грабёж,43.2094,76.951,3
2023-04-14,Алматы,Алматы,Разбой,43.1595,76.886,4
2023-04-14,Западно-Казахстанская область,Уральск,Грабёж,51.3268,51.2807,2
2023-04-14,Кызылординская область,Кызылорда,Убийство,44.7797,65.5766,5
2023-04-14,Туркестанская область,Туркестан,Кража,43.3185,68.2545,2
2023-04-14,Туркестанская область,Туркестан,Кража,43.3567,68.2917,2
2023-04-15,Павлодарская область,Павлодар,Грабёж,52.3166,77.0294,2
2023-04-15,Алматы,Алматы,Грабёж,43.2621,76.8764,3
2023-04-15,Алматы,Алматы,Кража,43.1547,76.9344,1
2023-04-15,Алматинская область,Талдыкорган,Кража,43.2531,76.8661,1
2023-04-15,Шымкент,Шымкент,Мошенничество,42.2885,69.5368,3
2023-04-15,Астана,Астана,Кража,51.1855,71.3745,2
2023-04-15,Костанайская область,Костанай,Грабёж,53.2904,63.7103,3
2023-04-15,Жамбылская область,Тараз,Кража,42.8265,71.2823,1
2023-04-16,Алматы,Алматы,Разбой,43.192,76.9125,4
2023-04-16,Алматы,Алматы,Грабёж,43.1788,76.8101,3
2023-04-16,Кызылординская область,Кызылорда,Кража,44.8152,65.5019,1
2023-04-16,Алматы,Алматы,Разбой,43.1276,76.7742,3
2023-04-16,Алматы,Алматы,Кража,43.1805,76.9063,2
2023-04-16,Алматы,Алматы,Убийство,43.2528,76.8812,5
2023-04-16,Карагандинская область,Караганда,Кража,49.7595,73.0782,1
2023-04-16,Туркестанская область,Туркестан,Кража,43.2299,68.3092,2
2023-04-16,Восточно-Казахстанская область,Усть-Каменогорск,Кража,50.0698,82.6305,1
2023-04-16,Туркестанская область,Туркестан,Грабёж,43.3236,68.2427,2
2023-04-16,Алматинская область,Талдыкорган,Разбой,43.2723,76.8874,4
2023-04-16,Астана,Астана,Убийство,51.0804,71.3635,5
2023-04-17,Восточно-Казахстанская область,Усть-Каменогорск,Разбой,49.9772,82.5737,4
